"period","year","glqstar","glfstar","rgfr_star","rgfop_star","rbudp_star","UN_path","PISTAR","tp_0","LF_fb","PROD_fb","epsxgap","epsu","epspi","epspie","epsrf","epsmpe","epstp","epsrg","gstar","LFstar","LQstar","CEstar","GDPstar","GDP$star2","rfstar","rbar10","gradual_growth","debt_contrib","debt_proxy_user","debt_proxy_base","xgap","U","PI","PIE","RF","MPE10","TP","R10","RG","ugap","real_r10","GDP","PGDP","GDP$star","GDP$","BUDP","NI","BUD","D","D_pct_GDP","solver_sse","solver_converged","solver_termcd"
1,2026,1.60023382412042,0.64002051796197,17.726081984713,20.3045363691941,-2.57845438448112,4.4,2,0.7,0,0,-6.88847954868691,0.787927285857816,0.462011898654862,0,-0.91400000039876,-0.060843750054993,0,-0.080474622175133,2.26119294439677,172.655,139.045,165.05818,24009.6191600747,31334.3465224487,1,1.75,0,0,101.037474685536,101.037474685536,1.05299999336739,4.55000000321788,2.81799999939112,2.33690000056977,3.57199999516561,3.39800000275584,0.7,4.09800000732942,3.33724124382111,-0.150000003217877,1.76110000675965,24262.4404482378,131.554088729221,31585.6356933927,31918.2324351491,-814.421208402518,1037.81929509443,-1852.24050349695,32024.240503497,100.332123868586,8.91107710579714e-17,TRUE,1
2,2027,1.72174475889102,0.43149633662507,17.8165965305319,20.174987133299,-2.3583906027671,4.38,2,0.85,0,0,-5.52341968240056,0.720000000131127,-0.019199999417659,0,-0.280000001226053,-0.020037500186304,0,-0.077871473192496,2.1820428862569,173.4,141.439,165.80508,24533.5193469745,32658.4369097308,1,1.75,0,0,102.541026782684,102.541026782684,0.811965813359578,4.5646136782132,2.51209658097025,2.35576897534928,3.55957948250126,3.45339078489298,0.85,4.30339078489298,3.37080727469076,-0.184613678213198,1.9476218095437,24732.7231368859,134.858854494314,33085.6231584707,33354.2671076545,-780.288227436308,1111.35729092854,-1891.64551836485,33915.8860218618,101.683799294389,6.78589081200767e-18,TRUE,1
3,2028,1.68765333465311,0.419838523644733,17.6115480234511,20.1121499664943,-2.50060194304314,4.36,2,1,0,0,-5.18691914798015,0.533800000414034,0.161880001307159,0,0.125999998865835,-0.043822500614181,0,0.025987966880693,2.1359356911304,174.128,143.826,166.5360192,25057.5395429969,34023.1201222481,1,1.75,0,0,104.221719214295,104.221719214295,0.305335204153508,4.60927275608072,2.53349459044675,2.37350976234359,3.94371642367862,3.54227200750259,1,4.54227200750259,3.55213565811849,-0.249272756080715,2.168762245159,25134.0490325163,138.275496277666,34648.4371580514,34754.2310343839,-866.419492808312,1242.18859096624,-2108.60808377455,36024.4941056364,103.654988280407,6.68682876691248e-31,TRUE,1
4,2029,1.62418477882997,0.423826150877527,17.5977902521607,19.5357747482848,-1.93798449612403,4.34,2,1,0,0,-4.3408511061976,0.290399999879734,0.07432799971754,0,0.289000000193048,0.058650250152151,0,0.014646543908839,2.07623611642491,174.866,146.162,167.2768156,25577.793228876,35424.110838764,1,1.75,0,0,105.376827371577,105.376827371577,-0.257275466151038,4.67224313844467,2.44476939133426,2.35753667420777,3.84629564441691,3.60541479306209,1,4.60541479306209,3.69172078154899,-0.332243138444666,2.24787811885432,25511.9878421153,141.656013286378,36232.4821746589,36139.264887246,-702.179887105793,1368.13893036002,-2070.31881746581,38094.8129231022,105.411145030087,5.05407779997821e-17,TRUE,1
5,2030,1.56949138627003,0.447771436414168,17.6430302673608,19.7002691264359,-2.05723885907513,4.31,2,1,0,0,-4.1216497340663,0.071399999545583,-0.112653200173491,0,0.258000000512279,0.062077650043074,0,0.019882225662674,2.05628646645455,175.649,148.456,168.0785281,26103.7459294591,36875.5826765195,1.1,1.75,0,0,106.664565907908,106.664565907908,-0.538283895685615,4.64816865338138,2.20395766925218,2.27570930530032,3.42774668563525,3.50249179663945,1,4.50249179736577,3.77508183538924,-0.338168653381384,2.22678249206545,25963.2336689502,144.77805185516,37792.4948178916,37589.063904509,-777.481889207619,1480.73513319371,-2258.21702240133,40353.0299455035,107.353112192461,1.28644236223194e-17,TRUE,1
6,2031,1.49673977474807,0.483919635181529,17.6666812410143,19.5647756879306,-1.89809444691637,4.28,2,1,0,0,-3.46924827022561,-0.061199999910436,-0.077741919868648,0,0.214999999648445,0.042602839771074,0,0.033257943593554,2.01987689798981,176.499,150.678,168.9448428,26631.0094629982,38372.8325330417,1.2,1.75,0,0,107.818489342833,107.818489342833,-0.588984668713791,4.56205064582817,2.09157890595056,2.19289925496536,3.3161071657214,3.45247268193244,1,4.45247268117904,3.84548055189174,-0.282050645828166,2.25957342621368,26474.1569001374,147.806199048209,39362.2828554265,39130.4450441523,-747.133305058363,1596.83636760566,-2343.96967266402,42696.9996181675,109.114525965629,3.96161822107536e-18,TRUE,1
7,2032,1.45674882862794,0.456659811103743,17.6442784776922,19.5472869137856,-1.90300843609331,4.26,2,1,0,0,-2.9423332905302,-0.166599999959146,-0.051445151885683,0,0.118999999603985,0.011624203850226,0,0.043473991516131,1.94135648397977,177.305,152.873,169.751807,27148.0122919574,39900.1417256187,1.3,1.75,0,0,109.051461593363,109.051461593363,-0.581581126911599,4.44382938471488,2.04483658207683,2.12919052769238,3.32484377904277,3.43895126947467,1,4.43895126941434,3.91359249698368,-0.183829384714881,2.30976074172196,26990.1245761357,150.828594276924,40946.9653140859,40708.8254917761,-779.224204251256,1719.88912945324,-2499.1133337045,45196.112951872,111.022886084008,2.94193327343345e-18,TRUE,1
8,2033,1.42929098009459,0.42694791461042,17.608225907511,19.9834662308486,-2.37524032333763,4.24,2,1,0,0,-3.20634284677382,-0.236199999929887,-0.029267091393292,0,0.054000000359296,0.005418272425183,0,0.011937342037055,1.88362017432016,178.062,155.058,170.5121712,27659.3777284156,41464.7430216397,1.35,1.8,0,0,110.817840680783,110.817840680783,-0.55410438784317,4.34175798090035,2.03230696854562,2.0872064072527,3.36685595655019,3.44138826828716,1,4.44138826839751,3.94186031354375,-0.101757980900354,2.35418186114481,27506.1159027724,153.893894308973,42566.0935278876,42330.2329359162,-1011.047017544,1837.71474437449,-2848.76176191849,48044.8747137905,113.500142525853,2.95140511520805e-19,TRUE,1
9,2034,1.40721536457327,0.411654367579817,17.5966738638111,19.6938651418816,-2.09719127807059,4.22,2,1,0,0,-2.9567140345786,-0.277800000059309,-0.023860254329905,0,0.053999998980524,0.027500963146884,0,0.012187013666376,1.84592923363163,178.795,157.24,171.249851,28169.9502677451,43074.7558914209,1.35,1.9,0,0,112.331847657908,112.331847657908,-0.53399225672424,4.26661778019902,2.02424198830989,2.05959644087629,3.40586619540129,3.44733917536863,1,4.4473391751024,3.96886227204348,-0.0466177801990213,2.38774273422611,28019.5249145922,157.009079135021,44229.3795081798,43993.198046409,-927.574689390286,1964.22059212254,-2891.79528151283,50936.6699953033,115.783057966301,1.28576225575128e-19,TRUE,1
10,2035,1.38895955227678,0.396543527503557,17.6229761873182,19.3030391454669,-1.68006295814875,4.2,2,1,0,0,-2.6668245802919,-0.296599999882455,-0.013766152741351,0,0.044999999737898,0.044419327941066,0,0.004388897967632,1.81226607935601,179.504,159.424,171.964832,28680.4647210189,44732.4927828307,1.35,2,0,0,113.450329463983,113.450329463983,-0.536518423579389,4.22480582091869,2.02195160662207,2.04234334650337,3.41409739206335,3.45014056313943,1,4.45014056297137,3.98439467377625,-0.0248058209186883,2.407797216468,28526.5887438224,160.183726733134,45941.4372345097,45694.9529596894,-771.845069418154,2086.46106498147,-2858.30613439963,53794.976129703,117.726297206519,1.54706354300973e-19,TRUE,1
